Type,Subtype,Subset,Filter,Genotype,QQ.Field,QQ,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.TP,QUERY.FP,QUERY.UNK,FP.gt,FP.al,TRUTH.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,TRUTH.FN.TiTv_ratio,TRUTH.FN.het_hom_ratio,TRUTH.TP.TiTv_ratio,TRUTH.TP.het_hom_ratio,QUERY.FP.TiTv_ratio,QUERY.FP.het_hom_ratio,QUERY.TP.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,QUERY.TOTAL.het_hom_ratio,QUERY.TP.het_hom_ratio,QUERY.UNK.TiTv_ratio,QUERY.UNK.het_hom_ratio
SNP,*,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_51to200bp_gt95identity_merged,PASS,het,QUAL,*,0.981413,0.981413,0.914711,0.981413,269,264,5,3154,264,5,2885,4,0,1.260504,,4.0,,1.237288,,0.666667,,1.237288,1.292151,,,1.298805,
SNP,*,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_51to200bp_gt95identity_merged,PASS,hetalt,QUAL,*,0.0,,1.0,,0,0,0,3,0,0,3,0,0,,,,,,,,,,0.666667,,,0.666667,
SNP,*,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_51to200bp_gt95identity_merged,PASS,homalt,QUAL,*,0.963636,1.0,0.910017,0.981481,110,106,4,1178,106,0,1072,0,0,1.682927,,3.0,,1.65,,,,1.65,1.394309,,,1.371681,
SNP,*,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_gt200bp_gt95identity_merged,PASS,*,QUAL,*,0.0,,1.0,,0,0,0,87,0,0,87,0,0,,,,,,,,,,2.48,2.346154,,2.48,2.346154
SNP,*,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_gt200bp_gt95identity_merged,PASS,het,QUAL,*,0.0,,1.0,,0,0,0,61,0,0,61,0,0,,,,,,,,,,2.210526,,,2.210526,
SNP,*,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_gt200bp_gt95identity_merged,PASS,hetalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
SNP,*,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_gt200bp_gt95identity_merged,PASS,homalt,QUAL,*,0.0,,1.0,,0,0,0,26,0,0,26,0,0,,,,,,,,,,3.333333,,,3.333333,
SNP,*,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_lt101bp_gt95identity_merged,PASS,*,QUAL,*,0.992484,0.993256,0.883348,0.99287,2661,2641,20,22880,2651,18,20211,15,0,0.905512,1.880823,1.222222,0.818182,0.903458,1.89364,0.636364,,0.902439,0.821929,2.493886,1.904605,0.812058,2.586146
SNP,*,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_lt101bp_gt95identity_merged,PASS,het,QUAL,*,0.994816,0.989744,0.89243,0.992273,1736,1727,9,16315,1737,18,14560,15,0,0.928889,,1.25,,0.927455,,0.636364,,0.925721,0.842878,,,0.833753,
SNP,*,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_lt101bp_gt95identity_merged,PASS,hetalt,QUAL,*,1.0,1.0,0.913043,1.0,2,2,0,23,2,0,21,0,0,0.5,,,,0.5,,,,0.5,0.782609,,,0.809524,
SNP,*,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_lt101bp_gt95identity_merged,PASS,homalt,QUAL,*,0.988082,1.0,0.860593,0.994005,923,912,11,6542,912,0,5630,0,0,0.864646,,1.2,,0.861224,,,,0.861224,0.771939,,,0.758276,
SNP,*,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_lt51bp_gt95identity_merged,PASS,*,QUAL,*,0.99396,0.994413,0.878161,0.994187,2318,2304,14,19099,2314,13,16772,11,0,0.864148,1.81068,0.75,1.0,0.864887,1.817625,0.625,,0.863929,0.764516,2.444485,1.829865,0.751748,2.548073
SNP,*,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_lt51bp_gt95identity_merged,PASS,het,QUAL,*,0.995308,0.991379,0.888626,0.99334,1492,1485,7,13540,1495,13,12032,11,0,0.900637,,0.75,,0.901408,,0.625,,0.899619,0.787695,,,0.774893,
SNP,*,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_lt51bp_gt95identity_merged,PASS,hetalt,QUAL,*,1.0,1.0,0.9,1.0,2,2,0,20,2,0,18,0,0,0.5,,,,0.5,,,,0.5,0.8,,,0.833333,
SNP,*,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_lt51bp_gt95identity_merged,PASS,homalt,QUAL,*,0.991505,1.0,0.8525,0.995734,824,817,7,5539,817,0,4722,0,0,0.803063,,0.75,,0.803532,,,,0.803532,0.710096,,,0.694903,
SNP,*,lowcmp_Human_Full_Genome_TRDB_hg19_150331_all_gt95identity_merged,PASS,*,QUAL,*,0.994776,0.995159,0.80318,0.994967,10528,10473,55,53521,10483,51,42987,18,0,1.606436,1.75957,1.619048,2.4375,1.60637,1.756714,1.217391,50.0,1.604969,1.232893,2.278987,1.759347,1.157779,2.432934
SNP,*,lowcmp_Human_Full_Genome_TRDB_hg19_150331_all_gt95identity_merged,PASS,het,QUAL,*,0.994189,0.992573,0.818876,0.99338,6711,6672,39,37168,6682,50,30436,17,0,1.596132,,1.4375,,1.59712,,1.173913,,1.594951,1.245936,,,1.181636,
SNP,*,lowcmp_Human_Full_Genome_TRDB_hg19_150331_all_gt95identity_merged,PASS,hetalt,QUAL,*,1.0,1.0,0.931818,1.0,3,3,0,44,3,0,41,0,0,0.666667,,,,0.666667,,,,0.666667,0.590909,,,0.585366,
SNP,*,lowcmp_Human_Full_Genome_TRDB_hg19_150331_all_gt95identity_merged,PASS,homalt,QUAL,*,0.995805,0.999737,0.767061,0.997767,3814,3798,16,16309,3798,1,12510,1,0,1.626722,,2.2,,1.624741,,,,1.624741,1.207499,,,1.105706,
SNP,*,lowcmp_Human_Full_Genome_TRDB_hg19_150331_all_merged,PASS,*,QUAL,*,0.994971,0.993456,0.713149,0.994213,44542,44318,224,155565,44332,292,110941,36,0,2.132091,1.688666,2.612903,2.393939,2.129987,1.685844,1.630631,40.714286,2.129428,1.619883,2.059881,1.686693,1.459858,2.231464
SNP,*,lowcmp_Human_Full_Genome_TRDB_hg19_150331_all_merged,PASS,het,QUAL,*,0.99435,0.98986,0.731404,0.9921,27966,27808,158,104644,27822,285,76537,30,0,2.135905,,2.434783,,2.134355,,1.614679,,2.133461,1.604445,,,1.453817,
SNP,*,lowcmp_Human_Full_Genome_TRDB_hg19_150331_all_merged,PASS,hetalt,QUAL,*,1.0,1.0,0.875,1.0,15,15,0,120,15,0,105,0,0,0.8,,,,0.8,,,,0.8,0.641667,,,0.619048,
SNP,*,lowcmp_Human_Full_Genome_TRDB_hg19_150331_all_merged,PASS,homalt,QUAL,*,0.996015,0.999576,0.675164,0.997792,16561,16495,66,50801,16495,7,34299,6,0,2.129441,,3.125,,2.126422,,2.5,,2.126422,1.658486,,,1.479864,
SNP,*,lowcmp_SimpleRepeat_diTR_11to50,PASS,*,QUAL,*,0.997251,0.997992,0.688868,0.997622,9459,9433,26,30418,9445,19,20954,13,0,0.996623,1.803201,0.733333,1.166667,0.997459,1.805473,0.266667,,0.997462,1.076687,2.283353,1.809042,1.115707,2.550636
SNP,*,lowcmp_SimpleRepeat_diTR_11to50,PASS,het,QUAL,*,0.997699,0.996886,0.711359,0.997292,6084,6070,14,21137,6082,19,15036,13,0,1.01791,,1.0,,1.017952,,0.266667,,1.017916,1.096301,,,1.131557,
SNP,*,lowcmp_SimpleRepeat_diTR_11to50,PASS,hetalt,QUAL,*,1.0,1.0,0.958333,1.0,1,1,0,24,1,0,23,0,0,1.0,,,,1.0,,,,1.0,0.833333,,,0.826087,
SNP,*,lowcmp_SimpleRepeat_diTR_11to50,PASS,homalt,QUAL,*,0.996443,1.0,0.636815,0.998219,3374,3362,12,9257,3362,0,5895,0,0,0.95935,,0.5,,0.961494,,,,0.961494,1.034505,,,1.078632,
SNP,*,lowcmp_SimpleRepeat_diTR_51to200,PASS,*,QUAL,*,0.97619,0.97619,0.972477,0.97619,42,41,1,1526,41,1,1484,1,0,0.68,1.8,,,0.64,1.733333,,,0.64,0.862195,3.163934,1.733333,0.867925,3.222222
SNP,*,lowcmp_SimpleRepeat_diTR_51to200,PASS,het,QUAL,*,0.962963,0.962963,0.976684,0.962963,27,26,1,1158,26,1,1131,1,0,0.6875,,,,0.625,,,,0.625,0.8528,,,0.857143,
SNP,*,lowcmp_SimpleRepeat_diTR_51to200,PASS,hetalt,QUAL,*,0.0,,1.0,,0,0,0,2,0,0,2,0,0,,,,,,,,,,0.5,,,0.5,
SNP,*,lowcmp_SimpleRepeat_diTR_51to200,PASS,homalt,QUAL,*,1.0,1.0,0.959016,1.0,15,15,0,366,15,0,351,0,0,0.666667,,,,0.666667,,,,0.666667,0.896373,,,0.907609,
SNP,*,lowcmp_SimpleRepeat_diTR_gt200,PASS,*,QUAL,*,0.0,,1.0,,0,0,0,1,0,0,1,0,0,,,,,,,,,,0.0,0.0,,0.0,0.0
SNP,*,lowcmp_SimpleRepeat_diTR_gt200,PASS,het,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
SNP,*,lowcmp_SimpleRepeat_diTR_gt200,PASS,hetalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
SNP,*,lowcmp_SimpleRepeat_diTR_gt200,PASS,homalt,QUAL,*,0.0,,1.0,,0,0,0,1,0,0,1,0,0,,,,,,,,,,0.0,,,0.0,
SNP,*,lowcmp_SimpleRepeat_homopolymer_6to10,PASS,*,QUAL,*,0.998984,0.999462,0.568499,0.999223,16740,16723,17,38767,16719,9,22039,7,0,0.574236,1.808357,0.416667,3.25,0.574414,1.807389,0.5,2.0,0.57463,0.412075,1.900015,1.806717,0.309515,1.975014
SNP,*,lowcmp_SimpleRepeat_homopolymer_6to10,PASS,het,QUAL,*,0.998794,0.999443,0.575981,0.999118,10776,10763,13,25388,10759,6,14623,4,0,0.580059,,0.444444,,0.580238,,0.5,,0.580579,0.420308,,,0.321674,
SNP,*,lowcmp_SimpleRepeat_homopolymer_6to10,PASS,hetalt,QUAL,*,1.0,1.0,0.705882,1.0,5,5,0,17,5,0,12,0,0,0.4,,,,0.4,,,,0.4,0.588235,,,0.666667,
SNP,*,lowcmp_SimpleRepeat_homopolymer_6to10,PASS,homalt,QUAL,*,0.999329,0.999496,0.554109,0.999413,5959,5955,4,13362,5955,3,7404,3,0,0.564042,,0.333333,,0.564224,,0.5,,0.564224,0.396384,,,0.285417,
SNP,*,lowcmp_SimpleRepeat_homopolymer_gt10,PASS,*,QUAL,*,0.0,,1.0,,0,0,0,22044,0,0,22044,0,0,,,,,,,,,,0.432768,2.359506,,0.432768,2.359506
SNP,*,lowcmp_SimpleRepeat_homopolymer_gt10,PASS,het,QUAL,*,0.0,,1.0,,0,0,0,15476,0,0,15476,0,0,,,,,,,,,,0.44487,,,0.44487,
SNP,*,lowcmp_SimpleRepeat_homopolymer_gt10,PASS,hetalt,QUAL,*,0.0,,1.0,,0,0,0,9,0,0,9,0,0,,,,,,,,,,0.222222,,,0.222222,
SNP,*,lowcmp_SimpleRepeat_homopolymer_gt10,PASS,homalt,QUAL,*,0.0,,1.0,,0,0,0,6559,0,0,6559,0,0,,,,,,,,,,0.4054,,,0.4054,
SNP,*,lowcmp_SimpleRepeat_quadTR_11to50,PASS,*,QUAL,*,0.99904,0.986447,0.422074,0.992703,17704,17687,17,31023,17686,243,13094,4,0,1.434543,1.689713,1.833333,4.666667,1.434214,1.688355,0.5,120.5,1.435082,1.464771,1.969926,1.688203,1.536793,2.3885
SNP,*,lowcmp_SimpleRepeat_quadTR_11to50,PASS,het,QUAL,*,0.998741,0.978759,0.448366,0.988649,11120,11106,14,20568,11105,241,9222,2,0,1.427418,,2.5,,1.42648,,0.50625,,1.427853,1.496117,,,1.630348,
SNP,*,lowcmp_SimpleRepeat_quadTR_11to50,PASS,hetalt,QUAL,*,1.0,1.0,0.785714,1.0,3,3,0,14,3,0,11,0,0,0.0,,,,0.0,,,,0.0,0.428571,,,0.545455,
SNP,*,lowcmp_SimpleRepeat_quadTR_11to50,PASS,homalt,QUAL,*,0.999544,0.999696,0.369792,0.99962,6581,6578,3,10441,6578,2,3861,2,0,1.448289,,0.5,,1.448995,,0.0,,1.448995,1.408535,,,1.344262,
SNP,*,lowcmp_SimpleRepeat_quadTR_51to200,PASS,*,QUAL,*,0.923611,0.977941,0.92808,0.95,144,133,11,1891,133,3,1755,3,0,2.512195,2.6,10.0,1.2,2.325,2.8,,,2.325,3.715711,2.678988,2.8,3.861496,2.663883
SNP,*,lowcmp_SimpleRepeat_quadTR_51to200,PASS,het,QUAL,*,0.942308,0.970297,0.926652,0.956098,104,98,6,1377,98,3,1276,3,0,1.888889,,5.0,,1.8,,,,1.8,3.427653,,,3.623188,
SNP,*,lowcmp_SimpleRepeat_quadTR_51to200,PASS,hetalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
SNP,*,lowcmp_SimpleRepeat_quadTR_51to200,PASS,homalt,QUAL,*,0.875,1.0,0.931907,0.933333,40,35,5,514,35,0,479,0,0,7.0,,,,6.0,,,,6.0,4.711111,,,4.635294,
SNP,*,lowcmp_SimpleRepeat_quadTR_gt200,PASS,*,QUAL,*,0.0,,1.0,,0,0,0,2,0,0,2,0,0,,,,,,,,,,,,,,
SNP,*,lowcmp_SimpleRepeat_quadTR_gt200,PASS,het,QUAL,*,0.0,,1.0,,0,0,0,2,0,0,2,0,0,,,,,,,,,,,,,,
SNP,*,lowcmp_SimpleRepeat_quadTR_gt200,PASS,hetalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
SNP,*,lowcmp_SimpleRepeat_quadTR_gt200,PASS,homalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
SNP,*,lowcmp_SimpleRepeat_triTR_11to50,PASS,*,QUAL,*,0.998751,0.997781,0.353221,0.998265,7205,7196,9,11146,7193,16,3937,4,0,1.126291,1.686055,1.5,1.666667,1.125849,1.686077,0.6,7.0,1.126219,1.008649,1.810593,1.684957,0.826147,2.064642
SNP,*,lowcmp_SimpleRepeat_triTR_11to50,PASS,het,QUAL,*,0.998894,0.996908,0.369271,0.9979,4522,4517,5,7179,4514,14,2651,2,0,1.153333,,,,1.150952,,0.4,,1.151573,1.026821,,,0.848675,
SNP,*,lowcmp_SimpleRepeat_triTR_11to50,PASS,hetalt,QUAL,*,0.0,,1.0,,1,0,1,2,0,0,2,0,0,1.0,,1.0,,,,,,,1.0,,,1.0,
SNP,*,lowcmp_SimpleRepeat_triTR_11to50,PASS,homalt,QUAL,*,0.998881,0.999254,0.323834,0.999068,2682,2679,3,3965,2679,2,1284,2,0,1.082298,,0.0,,1.084825,,,,1.084825,0.97657,,,0.78086,
SNP,*,lowcmp_SimpleRepeat_triTR_51to200,PASS,*,QUAL,*,1.0,1.0,0.967593,1.0,7,7,0,216,7,0,209,0,0,6.0,2.5,,,6.0,2.5,,,6.0,2.085714,1.88,2.5,2.028986,1.863014
SNP,*,lowcmp_SimpleRepeat_triTR_51to200,PASS,het,QUAL,*,1.0,1.0,0.964539,1.0,5,5,0,141,5,0,136,0,0,4.0,,,,4.0,,,,4.0,1.473684,,,1.428571,
SNP,*,lowcmp_SimpleRepeat_triTR_51to200,PASS,hetalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
SNP,*,lowcmp_SimpleRepeat_triTR_51to200,PASS,homalt,QUAL,*,1.0,1.0,0.973333,1.0,2,2,0,75,2,0,73,0,0,,,,,,,,,,4.769231,,,4.615385,
SNP,*,map_l100_m0_e0,PASS,*,QUAL,*,0.991984,0.99186,0.719611,0.991922,32187,31929,258,114794,31925,262,82607,60,0,1.960467,1.811167,1.835165,1.606061,1.961524,1.812957,1.258621,17.714286,1.961428,1.823278,2.909937,1.812605,1.775434,3.590538
SNP,*,map_l100_m0_e0,PASS,het,QUAL,*,0.992329,0.988084,0.756285,0.990202,20727,20568,159,85395,20564,248,64583,50,0,1.93044,,2.0,,1.929915,,1.254545,,1.929762,1.796169,,,1.75866,
SNP,*,map_l100_m0_e0,PASS,hetalt,QUAL,*,1.0,1.0,0.698113,1.0,16,16,0,53,16,0,37,0,0,0.875,,,,0.875,,,,0.875,0.754717,,,0.702703,
SNP,*,map_l100_m0_e0,PASS,homalt,QUAL,*,0.991349,0.998767,0.612929,0.995045,11444,11345,99,29346,11345,14,17987,10,0,2.021119,,1.605263,,2.025333,,1.333333,,2.025333,1.911021,,,1.843794,
SNP,*,map_l100_m1_e0,PASS,*,QUAL,*,0.994571,0.995075,0.674877,0.994823,70916,70531,385,217976,70520,349,147107,82,0,1.958999,1.671378,2.031496,1.782609,1.958613,1.670796,1.266234,14.863636,1.958648,1.825753,2.386401,1.67038,1.767781,2.877661
SNP,*,map_l100_m1_e0,PASS,het,QUAL,*,0.994453,0.992638,0.71067,0.993544,44345,44099,246,153510,44088,327,109095,65,0,1.943773,,2.28,,1.942091,,1.255172,,1.942142,1.805834,,,1.756247,
SNP,*,map_l100_m1_e0,PASS,hetalt,QUAL,*,0.974359,1.0,0.726619,0.987013,39,38,1,139,38,0,101,0,0,0.666667,,0.0,,0.684211,,,,0.684211,0.669065,,,0.663366,
SNP,*,map_l100_m1_e0,PASS,homalt,QUAL,*,0.994799,0.999167,0.589348,0.996978,26532,26394,138,64327,26394,22,37911,17,0,1.990532,,1.705882,,1.992178,,1.444444,,1.992178,1.881776,,,1.809887,
SNP,*,map_l100_m2_e0,PASS,*,QUAL,*,0.994602,0.994986,0.690167,0.994794,72438,72047,391,233671,72036,363,161272,83,0,1.958238,1.67754,2.07874,1.765957,1.95761,1.677076,1.326923,15.5,1.957644,1.821165,2.351681,1.676667,1.76549,2.769619
SNP,*,map_l100_m2_e0,PASS,het,QUAL,*,0.99451,0.992496,0.722663,0.993502,45359,45110,249,163844,45099,341,118404,66,0,1.942142,,2.32,,1.940295,,1.319728,,1.940344,1.80013,,,1.75179,
SNP,*,map_l100_m2_e0,PASS,hetalt,QUAL,*,0.975,1.0,0.75,0.987342,40,39,1,156,39,0,117,0,0,0.675,,0.0,,0.692308,,,,0.692308,0.653846,,,0.641026,
SNP,*,map_l100_m2_e0,PASS,homalt,QUAL,*,0.994785,0.999183,0.613613,0.996979,27039,26898,141,69671,26898,22,42751,17,0,1.991371,,1.764706,,1.992657,,1.444444,,1.992657,1.879562,,,1.812936,
SNP,*,map_l100_m2_e1,PASS,*,QUAL,*,0.994644,0.99501,0.690226,0.994827,73188,72796,392,236140,72785,365,162990,83,0,1.959657,1.678887,2.086614,1.753521,1.959002,1.678496,1.324841,15.590909,1.959036,1.820711,2.355511,1.678092,1.764329,2.775277
SNP,*,map_l100_m2_e1,PASS,het,QUAL,*,0.994568,0.992531,0.722769,0.993549,45842,45593,249,165656,45582,343,119731,66,0,1.943874,,2.32,,1.942053,,1.317568,,1.942103,1.799425,,,1.750287,
SNP,*,map_l100_m2_e1,PASS,hetalt,QUAL,*,0.97561,1.0,0.745223,0.987654,41,40,1,157,40,0,117,0,0,0.682927,,0.0,,0.7,,,,0.7,0.656051,,,0.641026,
SNP,*,map_l100_m2_e1,PASS,homalt,QUAL,*,0.994799,0.999191,0.613449,0.99699,27305,27163,142,70327,27163,22,43142,17,0,1.992329,,1.784314,,1.993498,,1.444444,,1.993498,1.879776,,,1.812753,
SNP,*,map_l125_m0_e0,PASS,*,QUAL,*,0.989378,0.988441,0.778956,0.98891,19018,18816,202,86105,18813,220,67072,51,0,1.925277,1.874924,1.623377,1.623377,1.928894,1.877888,1.244898,15.923077,1.928883,1.802714,3.142919,1.877429,1.771481,3.712569
SNP,*,map_l125_m0_e0,PASS,het,QUAL,*,0.989917,0.983408,0.808917,0.986652,12397,12272,125,65291,12269,207,52815,42,0,1.875,,1.604167,,1.878049,,1.25,,1.87802,1.777868,,,1.758107,
SNP,*,map_l125_m0_e0,PASS,hetalt,QUAL,*,1.0,1.0,0.775,1.0,9,9,0,40,9,0,31,0,0,0.888889,,,,0.888889,,,,0.888889,0.7,,,0.645161,
SNP,*,map_l125_m0_e0,PASS,homalt,QUAL,*,0.988355,0.998015,0.684798,0.993161,6612,6535,77,20774,6535,13,14226,9,0,2.028859,,1.655172,,2.03389,,1.166667,,2.03389,1.890095,,,1.829356,
SNP,*,map_l125_m1_e0,PASS,*,QUAL,*,0.992864,0.993086,0.73282,0.992975,44420,44103,317,166195,44097,307,121791,72,0,1.833291,1.669433,1.780702,1.700855,1.833676,1.66921,1.224638,15.157895,1.833654,1.77242,2.561717,1.668847,1.752587,3.043553
SNP,*,map_l125_m1_e0,PASS,het,QUAL,*,0.992832,0.989657,0.766914,0.991242,27761,27562,199,119458,27556,288,91614,58,0,1.805275,,1.926471,,1.804436,,1.232558,,1.804396,1.754202,,,1.741457,
SNP,*,map_l125_m1_e0,PASS,hetalt,QUAL,*,0.966667,1.0,0.72381,0.983051,30,29,1,105,29,0,76,0,0,0.766667,,0.0,,0.793103,,,,0.793103,0.638095,,,0.578947,
SNP,*,map_l125_m1_e0,PASS,homalt,QUAL,*,0.992964,0.998851,0.645501,0.995899,16629,16512,117,46632,16512,19,30101,14,0,1.886979,,1.6,,1.889239,,1.111111,,1.889239,1.827553,,,1.795412,
SNP,*,map_l125_m2_e0,PASS,*,QUAL,*,0.992946,0.993162,0.747332,0.993054,45787,45464,323,181151,45458,313,135380,73,0,1.835304,1.677727,1.833333,1.661157,1.835318,1.677845,1.268116,15.473684,1.835297,1.772291,2.509645,1.677492,1.753161,2.910676
SNP,*,map_l125_m2_e0,PASS,het,QUAL,*,0.992989,0.989776,0.777852,0.99138,28669,28468,201,129445,28462,294,100689,59,0,1.807658,,1.955882,,1.806665,,1.27907,,1.806627,1.7521,,,1.738719,
SNP,*,map_l125_m2_e0,PASS,hetalt,QUAL,*,0.966667,1.0,0.771654,0.983051,30,29,1,127,29,0,98,0,0,0.766667,,0.0,,0.793103,,,,0.793103,0.645669,,,0.602041,
SNP,*,map_l125_m2_e0,PASS,homalt,QUAL,*,0.992919,0.998881,0.67068,0.995891,17088,16967,121,51579,16967,19,34593,14,0,1.888438,,1.688889,,1.889968,,1.111111,,1.889968,1.832299,,,1.805369,
SNP,*,map_l125_m2_e1,PASS,*,QUAL,*,0.993016,0.993208,0.747723,0.993112,46248,45925,323,183263,45919,314,137030,73,0,1.835233,1.680703,1.833333,1.661157,1.835246,1.680841,1.275362,15.526316,1.835226,1.771991,2.516774,1.680491,1.752791,2.91951
SNP,*,map_l125_m2_e1,PASS,het,QUAL,*,0.993063,0.98985,0.778233,0.991454,28977,28776,201,131061,28770,295,101996,59,0,1.808121,,1.955882,,1.807141,,1.286822,,1.807103,1.752168,,,1.738662,
SNP,*,map_l125_m2_e1,PASS,hetalt,QUAL,*,0.966667,1.0,0.771654,0.983051,30,29,1,127,29,0,98,0,0,0.766667,,0.0,,0.793103,,,,0.793103,0.645669,,,0.602041,
SNP,*,map_l125_m2_e1,PASS,homalt,QUAL,*,0.992982,0.998891,0.670879,0.995928,17241,17120,121,52075,17120,19,34936,14,0,1.887456,,1.688889,,1.888964,,1.111111,,1.888964,1.831086,,,1.804077,
SNP,*,map_l150_m0_e0,PASS,*,QUAL,*,0.987405,0.986734,0.825666,0.987069,11830,11681,149,67887,11678,157,56052,32,0,1.89174,1.925303,1.709091,1.98,1.894228,1.924618,1.275362,16.444444,1.894202,1.792229,3.326447,1.923867,1.773633,3.795754
SNP,*,map_l150_m0_e0,PASS,het,QUAL,*,0.987282,0.981098,0.849919,0.98418,7784,7685,99,52172,7682,148,44342,25,0,1.803025,,1.675676,,1.804745,,1.276923,,1.804673,1.762323,,,1.757073,
SNP,*,map_l150_m0_e0,PASS,hetalt,QUAL,*,1.0,1.0,0.903226,1.0,3,3,0,31,3,0,28,0,0,1.0,,,,1.0,,,,1.0,0.645161,,,0.607143,
SNP,*,map_l150_m0_e0,PASS,homalt,QUAL,*,0.987633,0.997751,0.744836,0.992666,4043,3993,50,15684,3993,9,11682,7,0,2.081555,,1.777778,,2.085781,,1.25,,2.085781,1.903369,,,1.846491,
SNP,*,map_l150_m1_e0,PASS,*,QUAL,*,0.991139,0.991302,0.775614,0.991221,30019,29753,266,133734,29747,261,103726,63,0,1.80866,1.703343,1.633663,1.65,1.810329,1.703828,1.193277,16.4,1.810293,1.762762,2.715549,1.703283,1.751213,3.153331
SNP,*,map_l150_m1_e0,PASS,het,QUAL,*,0.991271,0.987037,0.805725,0.989149,18902,18737,165,97681,18731,246,78704,52,0,1.781751,,1.79661,,1.781621,,1.196429,,1.781556,1.744234,,,1.737626,
SNP,*,map_l150_m1_e0,PASS,hetalt,QUAL,*,0.95,1.0,0.768293,0.974359,20,19,1,82,19,0,63,0,0,0.7,,0.0,,0.736842,,,,0.736842,0.609756,,,0.571429,
SNP,*,map_l150_m1_e0,PASS,homalt,QUAL,*,0.990989,0.998638,0.693865,0.994798,11097,10997,100,35971,10997,15,24959,11,0,1.861527,,1.439024,,1.866041,,1.142857,,1.866041,1.821919,,,1.803437,
SNP,*,map_l150_m2_e0,PASS,*,QUAL,*,0.991356,0.991418,0.788411,0.991387,31235,30965,270,147583,30959,268,116356,64,0,1.808646,1.710812,1.673267,1.61165,1.809887,1.711707,1.214876,16.866667,1.809852,1.763693,2.656386,1.711181,1.753229,3.022138
SNP,*,map_l150_m2_e0,PASS,het,QUAL,*,0.991574,0.98721,0.815386,0.989387,19700,19534,166,107148,19528,253,87367,53,0,1.776995,,1.813559,,1.776688,,1.219298,,1.776624,1.743375,,,1.737919,
SNP,*,map_l150_m2_e0,PASS,hetalt,QUAL,*,0.95,1.0,0.808081,0.974359,20,19,1,99,19,0,80,0,0,0.7,,0.0,,0.736842,,,,0.736842,0.59596,,,0.5625,
SNP,*,map_l150_m2_e0,PASS,homalt,QUAL,*,0.991055,0.998687,0.716705,0.994857,11515,11412,103,40336,11412,15,28909,11,0,1.87014,,1.512195,,1.873835,,1.142857,,1.873835,1.827422,,,1.809973,
SNP,*,map_l150_m2_e1,PASS,*,QUAL,*,0.991451,0.991449,0.788821,0.99145,31583,31313,270,149527,31307,270,117950,64,0,1.803887,1.711365,1.673267,1.61165,1.805068,1.712255,1.231405,17.0,1.805033,1.763765,2.663169,1.711735,1.754511,3.03126
SNP,*,map_l150_m2_e1,PASS,het,QUAL,*,0.991668,0.987253,0.815853,0.989455,19922,19756,166,108636,19750,255,88631,53,0,1.771564,,1.813559,,1.771216,,1.236842,,1.771152,1.743749,,,1.739499,
SNP,*,map_l150_m2_e1,PASS,hetalt,QUAL,*,0.95,1.0,0.808081,0.974359,20,19,1,99,19,0,80,0,0,0.7,,0.0,,0.736842,,,,0.736842,0.59596,,,0.5625,
SNP,*,map_l150_m2_e1,PASS,homalt,QUAL,*,0.991152,0.998702,0.716783,0.994912,11641,11538,103,40792,11538,15,29239,11,0,1.866535,,1.512195,,1.870149,,1.142857,,1.870149,1.826693,,,1.810361,
